building_id,site_id,building_id_kaggle,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,hotwater,chilledwater,steam,water,irrigation,solar,gas,industry,subindustry,heatingtype,yearbuilt,date_opened,numberoffloors,occupants,energystarscore,eui,site_eui,source_eui,leed_level,rating,state,country
Fox_education_Louie,Fox,234,2,Education,College Classroom,16645.2,179167,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1971.0,,,,,,,,,,Arizona,United States
Fox_education_Ashli,Fox,235,2,Education,College Classroom,864.8,9309,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1970.0,,,,,,,,,,Arizona,United States
Fox_office_Bernard,Fox,238,2,Office,Office,4182.2,45017,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Dewayne,Fox,244,2,Education,College Classroom,8892.4,95717,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Shirley,Fox,245,2,Education,College Classroom,8220.6,88486,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_office_Alice,Fox,246,2,Office,Office,18806.8,202435,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1967.0,,,,,,,,,,Arizona,United States
Fox_education_Marlana,Fox,247,2,Education,College Laboratory,5997.8,64560,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1965.0,,,,,,,,,,Arizona,United States
Fox_education_Melvin,Fox,248,2,Education,College Laboratory,2289.4,24643,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1982.0,,,,,,,,,,Arizona,United States
Fox_education_Lilly,Fox,250,2,Education,College Laboratory,12236.3,131710,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1991.0,,,,,,,,,,Arizona,United States
Fox_education_Virginia,Fox,251,2,Education,College Classroom,1186.7,12773,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Marcelina,Fox,252,2,Education,College Classroom,400.8,4314,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1907.0,,,,,,,,,,Arizona,United States
Fox_education_Virgil,Fox,253,2,Education,College Laboratory,6123.0,65907,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1964.0,,,,,,,,,,Arizona,United States
Fox_education_Suzan,Fox,255,2,Education,College Classroom,4559.5,49078,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1914.0,,,,,,,,,,Arizona,United States
Fox_education_Lesley,Fox,256,2,Education,Primary/Secondary Classroom,1555.6,16744,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Burton,Fox,257,2,Education,College Classroom,7028.1,75650,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Shaun,Fox,258,2,Education,College Classroom,6616.9,71224,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Cynthia,Fox,259,2,Education,College Laboratory,7197.1,77469,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Tamika,Fox,261,2,Education,College Laboratory,8339.9,89770,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Claire,Fox,263,2,Education,College Classroom,8145.1,87673,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1960.0,,,,,,,,,,Arizona,United States
Fox_office_Edythe,Fox,264,2,Office,Office,7772.3,83660,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1973.0,,,,,,,,,,Arizona,United States
Fox_office_Thelma,Fox,265,2,Office,Office,11052.3,118966,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1988.0,,,,,,,,,,Arizona,United States
Fox_education_Kris,Fox,266,2,Education,Student Union,2837.5,30543,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_office_Easter,Fox,270,2,Office,Office,2766.5,29778,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Carleen,Fox,271,2,Education,College Laboratory,6635.2,71421,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Henrietta,Fox,272,2,Education,College Laboratory,425.8,4583,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_office_Zachary,Fox,273,2,Office,Office,13038.5,140345,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_office_Brandy,Fox,274,2,Office,Office,3921.8,42214,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,1985.0,,,,,,,,,,Arizona,United States
Fox_office_Vicki,Fox,275,2,Office,Office,6580.5,70832,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,2014.0,,,,,,,,,,Arizona,United States
Fox_office_Joy,Fox,276,2,Office,Office,6581.0,70837,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,2014.0,,,,,,,,,,Arizona,United States
Fox_education_Ray,Fox,277,2,Education,Student Union,1185.5,12761,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1909.0,,,,,,,,,,Arizona,United States
Fox_office_Gaylord,Fox,278,2,Office,Office,13759.0,148101,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_John,Fox,279,2,Education,College Laboratory,4587.9,49384,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1967.0,,,,,,,,,,Arizona,United States
Fox_office_Juana,Fox,282,2,Office,Office,2671.0,28750,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_office_Rowena,Fox,287,2,Office,Office,3132.0,33713,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1956.0,,,,,,,,,,Arizona,United States
Fox_office_Karima,Fox,290,2,Office,Office,4806.1,51732,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1966.0,,,,,,,,,,Arizona,United States
Rat_office_Adele,Rat,293,3,Office,Office,37904.4,408000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2010.0,,,,,,,,,,District of Columbia,United States
Rat_education_Colin,Rat,295,3,Education,K-12 School,7748.1,83400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1942.0,,,,,,,,,,District of Columbia,United States
Rat_education_Wilmer,Rat,297,3,Education,K-12 School,6150.2,66200,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1950.0,,,,,,,,,,District of Columbia,United States
Rat_education_Conrad,Rat,299,3,Education,K-12 School,33073.5,356000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2014.0,,,,,,,,,,District of Columbia,United States
Rat_education_Rogelio,Rat,300,3,Education,K-12 School,5834.3,62800,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2014.0,,,,,,,,,,District of Columbia,United States
Rat_education_Calvin,Rat,302,3,Education,K-12 School,5304.8,57100,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2015.0,,,,,,,,,,District of Columbia,United States
Rat_office_Ronald,Rat,305,3,Office,Office,802.4,8637,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Debra,Rat,306,3,Education,K-12 School,4784.5,51500,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1931.0,,,,,,,,,,District of Columbia,United States
Rat_education_Lonnie,Rat,311,3,Education,K-12 School,4645.2,50000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1928.0,,,,,,,,,,District of Columbia,United States
Rat_education_Kandice,Rat,313,3,Education,K-12 School,9643.3,103800,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_office_Jeannie,Rat,317,3,Office,Office,1495.6,16098,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_office_Craig,Rat,318,3,Office,Office,9754.8,105000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Dreama,Rat,320,3,Education,K-12 School,9801.3,105500,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Renee,Rat,322,3,Education,K-12 School,3445.1,37083,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1908.0,,,,,,,,,,District of Columbia,United States
Rat_education_Nellie,Rat,323,3,Education,K-12 School,26217.2,282200,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1928.0,,,,,,,,,,District of Columbia,United States
Rat_education_Winnie,Rat,325,3,Education,Other - Education,5499.9,59200,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1959.0,,,,,,,,,,District of Columbia,United States
Rat_education_Kelsey,Rat,327,3,Education,K-12 School,9227.6,99325,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1927.0,,,,,,,,,,District of Columbia,United States
Rat_education_Leonardo,Rat,328,3,Education,K-12 School,4385.0,47200,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1935.0,,,,,,,,,,District of Columbia,United States
Rat_education_Rosalyn,Rat,330,3,Education,K-12 School,6038.7,65000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Theo,Rat,331,3,Education,K-12 School,26830.4,288800,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1923.0,,,,,,,,,,District of Columbia,United States
Rat_education_Marcos,Rat,332,3,Education,K-12 School,8398.4,90400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Earnest,Rat,333,3,Education,K-12 School,5564.9,59900,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1962.0,,,,,,,,,,District of Columbia,United States
Rat_education_Zina,Rat,334,3,Education,K-12 School,5304.8,57100,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1960.0,,,,,,,,,,District of Columbia,United States
Rat_office_Lora,Rat,335,3,Office,Office,21274.8,229000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2010.0,,,,,,,,,,District of Columbia,United States
Rat_education_Elisa,Rat,336,3,Education,K-12 School,3994.8,43000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1923.0,,,,,,,,,,District of Columbia,United States
Rat_education_Francisca,Rat,339,3,Education,K-12 School,6605.4,71100,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Mavis,Rat,341,3,Education,K-12 School,14678.7,158000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1959.0,,,,,,,,,,District of Columbia,United States
Rat_education_Earl,Rat,347,3,Education,K-12 School,7051.3,75900,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1974.0,,,,,,,,,,District of Columbia,United States
Rat_education_Nydia,Rat,350,3,Education,K-12 School,7785.3,83800,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1944.0,,,,,,,,,,District of Columbia,United States
Rat_education_Fernando,Rat,351,3,Education,K-12 School,5472.7,58908,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1910.0,,,,,,,,,,District of Columbia,United States
Rat_education_Pat,Rat,352,3,Education,K-12 School,13461.6,144900,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Milagros,Rat,353,3,Education,K-12 School,9262.4,99700,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1955.0,,,,,,,,,,District of Columbia,United States
Rat_education_Barney,Rat,354,3,Education,Other - Education,7200.0,77500,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Dann,Rat,355,3,Education,K-12 School,16954.8,182500,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1970.0,,,,,,,,,,District of Columbia,United States
Rat_education_Royal,Rat,358,3,Education,K-12 School,7218.6,77700,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Bryant,Rat,360,3,Education,K-12 School,6466.0,69600,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1949.0,,,,,,,,,,District of Columbia,United States
Rat_education_Cinthia,Rat,363,3,Education,K-12 School,6438.2,69300,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2017.0,,,,,,,,,,District of Columbia,United States
Rat_education_Lynn,Rat,364,3,Education,K-12 School,7785.3,83800,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Meghan,Rat,372,3,Education,K-12 School,4561.5,49100,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1911.0,,,,,,,,,,District of Columbia,United States
Rat_education_Ulrike,Rat,373,3,Education,K-12 School,4318.5,46484,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1932.0,,,,,,,,,,District of Columbia,United States
Rat_office_Chris,Rat,376,3,Office,Office,54437.0,585955,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1942.0,,,,,,,,,,District of Columbia,United States
Rat_education_Sherwood,Rat,380,3,Education,K-12 School,8835.1,95100,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1927.0,,,,,,,,,,District of Columbia,United States
Rat_education_Carmela,Rat,382,3,Education,K-12 School,4457.9,47984,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2002.0,,,,,,,,,,District of Columbia,United States
Rat_office_Tracy,Rat,384,3,Office,Office,1275.4,13728,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Willie,Rat,387,3,Education,K-12 School,9680.5,104200,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2009.0,,,,,,,,,,District of Columbia,United States
Rat_education_Jacob,Rat,389,3,Education,K-12 School,5310.8,57165,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2014.0,,,,,,,,,,District of Columbia,United States
Rat_office_Kasey,Rat,390,3,Office,Office,3195.9,34400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Davis,Rat,391,3,Education,K-12 School,8092.5,87107,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Mona,Rat,392,3,Education,K-12 School,4923.9,53000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1912.0,,,,,,,,,,District of Columbia,United States
Rat_education_Marvin,Rat,393,3,Education,K-12 School,5518.4,59400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1900.0,,,,,,,,,,District of Columbia,United States
Rat_education_Shellie,Rat,398,3,Education,K-12 School,5778.6,62200,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Terese,Rat,399,3,Education,K-12 School,16722.5,180000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1939.0,,,,,,,,,,District of Columbia,United States
Rat_education_Jeanne,Rat,403,3,Education,K-12 School,4598.7,49500,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1962.0,,,,,,,,,,District of Columbia,United States
Rat_education_Stuart,Rat,405,3,Education,K-12 School,7636.6,82200,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1916.0,,,,,,,,,,District of Columbia,United States
Rat_education_Kathryn,Rat,407,3,Education,K-12 School,30213.6,325217,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2006.0,,,,,,,,,,District of Columbia,United States
Rat_education_Candida,Rat,409,3,Education,K-12 School,3576.8,38500,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2016.0,,,,,,,,,,District of Columbia,United States
Rat_education_Adrian,Rat,410,3,Education,K-12 School,5956.3,64113,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1924.0,,,,,,,,,,District of Columbia,United States
Rat_education_Mose,Rat,412,3,Education,K-12 School,10219.3,110000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Jesse,Rat,415,3,Education,K-12 School,3839.6,41329,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Maricela,Rat,417,3,Education,K-12 School,6466.0,69600,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1978.0,,,,,,,,,,District of Columbia,United States
Rat_education_Nona,Rat,419,3,Education,K-12 School,25204.6,271300,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1940.0,,,,,,,,,,District of Columbia,United States
Rat_education_Keith,Rat,426,3,Education,K-12 School,9420.4,101400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1930.0,,,,,,,,,,District of Columbia,United States
Rat_education_Imelda,Rat,434,3,Education,K-12 School,3669.7,39500,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_office_Loyd,Rat,435,3,Office,Office,2779.3,29916,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2002.0,,,,,,,,,,District of Columbia,United States
Rat_office_Randy,Rat,439,3,Office,Office,5779.0,62205,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Brett,Rat,443,3,Education,K-12 School,10126.4,109000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1940.0,,,,,,,,,,District of Columbia,United States
Rat_education_Jena,Rat,445,3,Education,K-12 School,3804.4,40950,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1910.0,,,,,,,,,,District of Columbia,United States
Rat_office_Jessica,Rat,448,3,Office,Office,30542.8,328760,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1904.0,,,,,,,,,,District of Columbia,United States
Rat_education_Lincoln,Rat,450,3,Education,K-12 School,10857.8,116872,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1931.0,,,,,,,,,,District of Columbia,United States
Rat_education_Morton,Rat,452,3,Education,K-12 School,14409.3,155100,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1931.0,,,,,,,,,,District of Columbia,United States
Rat_education_Guillermo,Rat,457,3,Education,K-12 School,7404.4,79700,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1932.0,,,,,,,,,,District of Columbia,United States
Rat_education_Zoe,Rat,461,3,Education,K-12 School,6447.5,69400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1959.0,,,,,,,,,,District of Columbia,United States
Rat_office_Annis,Rat,465,3,Office,Office,594.6,6400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_office_Arron,Rat,468,3,Office,Office,3716.1,40000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Patty,Rat,471,3,Education,K-12 School,15793.5,170000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1956.0,,,,,,,,,,District of Columbia,United States
Rat_education_Liz,Rat,472,3,Education,K-12 School,6447.5,69400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1911.0,,,,,,,,,,District of Columbia,United States
Rat_office_Avis,Rat,475,3,Office,Office,44099.2,474680,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1986.0,,,,,,,,,,District of Columbia,United States
Rat_office_Rosemary,Rat,480,3,Office,Office,2787.1,30000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Adell,Rat,481,3,Education,K-12 School,9689.2,104294,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1976.0,,,,,,,,,,District of Columbia,United States
Rat_education_Beverly,Rat,482,3,Education,K-12 School,36603.8,394000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2013.0,,,,,,,,,,District of Columbia,United States
Rat_education_Alfred,Rat,483,3,Education,K-12 School,19230.9,207000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1935.0,,,,,,,,,,District of Columbia,United States
Rat_education_Everett,Rat,486,3,Education,K-12 School,8024.5,86375,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1903.0,,,,,,,,,,District of Columbia,United States
Rat_education_Edmund,Rat,487,3,Education,K-12 School,6187.3,66600,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1959.0,,,,,,,,,,District of Columbia,United States
Rat_education_Esther,Rat,488,3,Education,K-12 School,6466.0,69600,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1908.0,,,,,,,,,,District of Columbia,United States
Rat_education_Robyn,Rat,490,3,Education,K-12 School,9188.1,98900,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1961.0,,,,,,,,,,District of Columbia,United States
Rat_education_Verna,Rat,491,3,Education,K-12 School,6187.3,66600,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1970.0,,,,,,,,,,District of Columbia,United States
Rat_education_Vicky,Rat,492,3,Education,K-12 School,18004.6,193800,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Lee,Rat,493,3,Education,K-12 School,26291.5,283000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2014.0,,,,,,,,,,District of Columbia,United States
Rat_education_Irma,Rat,494,3,Education,K-12 School,6763.3,72800,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1959.0,,,,,,,,,,District of Columbia,United States
Rat_education_Tim,Rat,495,3,Education,K-12 School,4412.9,47500,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1968.0,,,,,,,,,,District of Columbia,United States
Rat_education_Elsie,Rat,499,3,Education,K-12 School,34978.6,376507,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2011.0,,,,,,,,,,District of Columbia,United States
Rat_education_Humberto,Rat,500,3,Education,K-12 School,9288.0,99975,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1968.0,,,,,,,,,,District of Columbia,United States
Rat_education_Cedric,Rat,501,3,Education,K-12 School,6169.1,66404,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Cecil,Rat,507,3,Education,K-12 School,5681.1,61151,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Marianna,Rat,515,3,Education,K-12 School,5936.5,63900,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1921.0,,,,,,,,,,District of Columbia,United States
Rat_office_Olivia,Rat,520,3,Office,Office,2564.1,27600,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_office_Mei,Rat,522,3,Office,Office,743.2,8000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Dianne,Rat,537,3,Education,K-12 School,6800.5,73200,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1959.0,,,,,,,,,,District of Columbia,United States
Rat_education_Sina,Rat,540,3,Education,K-12 School,8203.3,88300,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1909.0,,,,,,,,,,District of Columbia,United States
Rat_education_Deanna,Rat,542,3,Education,K-12 School,6215.2,66900,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1969.0,,,,,,,,,,District of Columbia,United States
Rat_education_Yu,Rat,545,3,Education,K-12 School,2034.9,21903,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1931.0,,,,,,,,,,District of Columbia,United States
Rat_office_Jacinta,Rat,551,3,Office,Office,2835.9,30525,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Jame,Rat,553,3,Education,K-12 School,3511.7,37800,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Gricelda,Rat,555,3,Education,K-12 School,2081.0,22400,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_office_Ramiro,Rat,558,3,Office,Office,8297.6,89315,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
Rat_education_Salvatore,Rat,559,3,Education,K-12 School,4551.7,48994,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2015.0,,,,,,,,,,District of Columbia,United States
Rat_office_Jill,Rat,560,3,Office,Office,31587.0,340000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2010.0,,,,,,,,,,District of Columbia,United States
Rat_office_Jamal,Rat,561,3,Office,Office,27406.4,295000,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,District of Columbia,United States
